Name,Probe_Name,Accession
hHC002037,hcm3^^scl0324^scl0324.16_1^exon_1400^-19.9^1417^324,NM_000038.3
hHR002038,hcm3^^scl00000345643^scl00000345643.1_319^exon_400^-19.9^11^345643,XM_293918
hHR002039,hcm3^^scl00346007^scl00346007.1_312^exon_400^-19.9^18^346007,NM_198283
hHC002040,hcm3^^scl0346007^scl0346007.1_28^exon_3200^-19.9^3142^346007,NM_198283.1
hHC002041,hcm3^^scl9024^scl9024.28_192^exon_800^-19.9^538^3676,NM_000885.4
hHR002042,hcm3^^scl00000389362^scl00000389362.1_327^exon_400^-19.9^3^389362,XM_374159
hHC002043,hcm3^^scl13309^scl13309.8_10^exon_800^-19.9^720^4345,NM_001004197.1
hHR002044,hcm3^^scl00000441031^scl00000441031.1_189^exon_400^-19.9^141^441031,XM_498974
hHC002045,hcm3^^scl9723^scl9723.27_6^exon_800^-19.9^724^50940,NM_016953.2
hHC002046,hcm3^^scl051711^scl051711.1_185^exon_400^-19.9^145^51711,-
hHC002047,hcm3^^scl40594^scl40594.5_440^exon_800^-19.9^290^5412,-
hHC002048,hcm3^^scl15541^scl15541.3.1_168^island_400^-19.9^130^5473,NM_002704.2
hHR002049,hcm3^^scl0054879^scl0054879.1_142^exon_400^-19.9^188^54879,NM_138728.2
hHR002050,hcm3^^scl0054885^scl0054885.1_54^exon_400^-19.9^276^54885,NM_017752
hHC002051,hcm3^^scl42290^scl42290.7_389^exon_800^-19.9^341^55195,NM_018168.1
hHC002052,hcm3^^scl055330^scl055330.1_8^exon_400^-19.9^322^55330,NM_018366.2
hHR002053,hcm3^^scl0055742^scl0055742.1_238^exon_400^-19.9^92^55742,NM_018222
hHC002054,hcm3^^scl18338^scl18338.13.1_15^island_800^-19.9^754^55789,NM_018369.1
hHC002055,hcm3^^scl9991^scl9991.6_493^exon_800^-19.9^237^56603,NM_019885.2
hHR002056,hcm3^^scl0056973^scl0056973.1_53^exon_3400^-19.9^3277^56973,AL390173
hHC002057,hcm3^^scl4114^scl4114.38_439^exon_800^-19.9^291^5788,NM_080921.1
hHC002058,hcm3^^scl05796^scl05796.3_14^exon_1200^-19.9^1159^5796,NM_002844.2
hHC002059,hcm3^^scl4490^scl4490.24_282^exon_800^-19.9^448^5825,NM_002858.2
hHR002060,hcm3^^scl000005993^scl000005993.1_261^exon_400^-19.9^69^5993,NM_000449
hHR002061,hcm3^^scl006120^scl006120.1_215^exon_400^-19.9^115^6120,NM_199229
hHR002062,hcm3^^scl006400^scl006400.1_128^exon_400^-19.9^202^6400,NM_005065
hHC002063,hcm3^^scl18361^scl18361.19_271^exon_800^-19.9^459^64417,NM_022483.3
hHR002064,hcm3^^scl006443^scl006443.1_273^exon_400^-19.9^57^6443,NM_000232
hHC002065,hcm3^^scl58073^scl58073.6_258^exon_800^-19.9^472^6782,NM_006948.4
hHC002066,hcm3^^scl15744^scl15744.22_264^exon_800^-19.9^466^7092,NM_012464.3
hHR002067,hcm3^^scl0079770^scl0079770.1_30^exon_400^-19.9^300^79770,NM_024715
hHC002068,hcm3^^scl15857^scl15857.14_49^exon_800^-19.9^681^79807,-
hHC002069,hcm3^^scl44514^scl44514.16_63^exon_800^-19.9^667^79875,-
hHC002070,hcm3^^scl5535^scl5535.16_215^exon_800^-19.9^247^79971,NM_001002292.1
hHC002071,hcm3^^scl18811^scl18811.12_463^exon_800^-19.9^267^80006,NM_024941.1
hHC002072,hcm3^^scl18508^scl18508.12_474^exon_800^-19.9^256^80315,NM_030627.1
hHR002073,hcm3^^scl0000080336^scl0000080336.1_323^exon_400^-19.9^7^80336,AK026760
hHR002074,hcm3^^scl0000080822^scl0000080822.1_263^exon_400^-19.9^67^80822,AB051489
hHC002075,hcm3^^scl15984^scl15984.17_85^exon_800^-19.9^645^81608,-
hHR002076,hcm3^^scl0081697^scl0081697.1_318^exon_400^-19.9^12^81697,NM_033057
hHC002077,hcm3^^scl15437^scl15437.23_585^exon_800^-19.9^145^817,NM_172127.1
hHR002078,hcm3^^scl0084376^scl0084376.1_119^exon_400^-19.9^211^84376,NM_032410
hHR002079,hcm3^^scl0084945^scl0084945.1_32^exon_400^-19.9^298^84945,NM_032859
hHC002080,hcm3^^scl08519^scl08519.2_138^exon_400^-19.9^143^8519,NM_003641.2
hHC002081,hcm3^^scl30674^scl30674.48_506^exon_800^-19.9^224^8777,-
hHR002082,hcm3^^scl008932^scl008932.1_301^exon_400^-19.9^29^8932,NM_003927.3
hHC002083,hcm3^^scl27929^scl27929.9_548^exon_800^-19.9^182^9,NM_000662.4
hHR002084,hcm3^^scl009043^scl009043.1_194^exon_400^-19.9^136^9043,NM_003971
hHC002085,hcm3^^scl091975^scl091975.1_140^exon_400^-19.9^190^91975,NM_052860.1
hHC002086,hcm3^^scl092610^scl092610.1_28^exon_1600^-19.9^1502^92610,NM_052864.2
hHC002087,hcm3^^scl15441^scl15441.2_434^exon_800^-19.9^296^92610,NM_052864.2
hHC002088,hcm3^^scl32617^scl32617.6_467^exon_800^-19.9^263^9562,NM_004897.2
hHC002089,hcm3^^scl5518^scl5518.12_183^exon_800^-20^547^10026,-
hHC002090,hcm3^^scl29956^scl29956.12_429^exon_800^-20^301^10439,NM_014279.2
hHC002091,hcm3^^scl61757^scl61757.39_168^exon_800^-20^562^10735,NM_006603.3
hHC002092,hcm3^^scl18192^scl18192.17.1_49^island_800^-20^682^11127,NM_007054.4
hHC002093,hcm3^^scl011217^scl011217.4_2^exon_2400^-20^2406^11217,-
hHR002094,hcm3^^scl00000114614^scl00000114614.1_269^exon_400^-20^61^114614,NR_001458.1
hHC002095,hcm3^^scl5453^scl5453.8_555^exon_800^-20^175^118427,NM_058170.1
hHC002096,hcm3^^scl8898^scl8898.5_540^exon_800^-20^190^130367,-
hHC002097,hcm3^^scl32923^scl32923.58_130^exon_800^-20^600^1308,NM_000494.2
hHR002098,hcm3^^scl00000137485^scl00000137485.1_271^exon_400^-20^59^137485,XM_059909
hHC002099,hcm3^^scl15316^scl15316.9_652^exon_800^-20^78^140458,NM_080874.2
hHC002100,hcm3^^scl18808^scl18808.15_56^exon_800^-20^674^140890,NM_139168.1
hHR002101,hcm3^^scl00000140911^scl00000140911.1_46^exon_400^-20^284^140911,AK075271
hHC002102,hcm3^^scl42651^scl42651.23_214^exon_800^-20^516^145282,NM_138731.2
hHR002103,hcm3^^scl00145474^scl00145474.1_200^exon_400^-20^130^145474,AK023718
hHC002104,hcm3^^scl51764^scl51764.5.1_235^island_400^-20^96^147381,NM_182511.2
hHR002105,hcm3^^scl00148534^scl00148534.1_221^exon_400^-20^109^148534,NM_152487
hHC002106,hcm3^^scl01545^scl01545.1_20^exon_400^-20^310^1545,NM_000104.2
hHC002107,hcm3^^scl32589^scl32589.8.1_30^island_600^-20^528^1592,NM_000783.2
hHR002108,hcm3^^scl00159371^scl00159371.1_283^exon_400^-20^47^159371,NM_153226
hHC002109,hcm3^^scl51868^scl51868.12.1_25^island_400^-20^306^162655,-
hHC002110,hcm3^^scl9186^scl9186.15.1_53^island_400^-20^278^165055,NM_144978.1
hHC002111,hcm3^^scl01657^scl01657.46_55^exon_400^-20^275^1657,NM_005509.3
hHC002112,hcm3^^scl01826^scl01826.1_23^exon_600^-20^511^1826,NM_206887.1
hHC002113,hcm3^^scl4705^scl4705.22_55^exon_800^-20^675^192669,NM_024852.2
hHR002114,hcm3^^scl001964^scl001964.1_113^exon_400^-20^217^1964,NM_001412
hHC002115,hcm3^^scl39040^scl39040.25_345^exon_800^-20^385^196528,NM_152641.2
hHC002116,hcm3^^scl44187^scl44187.14_482^exon_800^-20^248^197021,-
hHC002117,hcm3^^scl0200424^scl0200424.2_29^exon_5200^-20^5143^200424,XM_371501.2
hHC002118,hcm3^^scl5520^scl5520.26_383^exon_800^-20^347^204962,-
hHC002119,hcm3^^scl21936^scl21936.26.1_118^island_400^-20^213^2070,NM_004100.2
hHR002120,hcm3^^scl00000207109^scl00000207109.1_327^exon_400^-20^3^207109,AY102070
hHC002121,hcm3^^scl25213^scl25213.5_7^exon_1400^-20^1414^222236,NM_198990.3
hHR002122,hcm3^^scl0022995^scl0022995.1_39^exon_400^-20^291^22995,BX648822
hHC002123,hcm3^^scl30549^scl30549.19_560^exon_800^-20^170^23273,NM_015225.1
hHC002124,hcm3^^scl0255055^scl0255055.6_302^exon_400^-20^28^439916,XM_498439.1
hHC002125,hcm3^^scl44368^scl44368.17_161^exon_800^-20^569^2562,NM_021912.2
hHC002126,hcm3^^scl026036^scl026036.15_212^exon_400^-20^118^26036,NM_015555.1
hHC002127,hcm3^^scl9690^scl9690.3_336^exon_800^-20^394^2660,NM_005259.1
hHC002128,hcm3^^scl0283294^scl0283294.9_250^exon_400^-20^80^283294,NM_173589.2
hHR002129,hcm3^^scl00000283658^scl00000283658.1_201^exon_400^-20^129^283658,AL833463
hHR002130,hcm3^^scl00000285498^scl00000285498.1_181^exon_1400^-20^1149^285498,NM_194439
hHR002131,hcm3^^scl00286090^scl00286090.1_26^exon_400^-20^304^401445,XM_379547.2
hHC002132,hcm3^^scl028986^scl028986.1_174^exon_400^-20^156^28986,NM_014061.3
hHR002133,hcm3^^scl0029994^scl0029994.1_53^exon_400^-20^277^29994,NM_013450
hHC002134,hcm3^^scl03491^scl03491.6_66^exon_400^-20^264^3491,NM_001554.3
hHC002135,hcm3^^scl32610^scl32610.10_390^exon_800^-20^340^355,NM_152873.1
hHC002136,hcm3^^scl44467^scl44467.22_528^exon_800^-20^202^3658,NM_004136.1
hHC002137,hcm3^^scl9578^scl9578.3_202^exon_800^-20^528^3667,NM_005544.1
hHC002138,hcm3^^scl04189^scl04189.3_62^exon_600^-20^468^4189,NM_012328.1
hHR002139,hcm3^^scl00000440928^scl00000440928.1_296^exon_400^-20^34^440928,XM_498917
hHR002140,hcm3^^scl00000441130^scl00000441130.1_184^exon_400^-20^146^441130,XM_499027
hHC002141,hcm3^^scl04534^scl04534.15_160^exon_400^-20^170^4534,NM_000252.1
hHC002142,hcm3^^scl44236^scl44236.31_318^exon_800^-20^412^4734,NM_006154.1
hHC002143,hcm3^^scl4963^scl4963.20_277^exon_800^-20^453^4811,-
hHC002144,hcm3^^scl28066^scl28066.5_346^exon_800^-20^384^4982,NM_002546.2
hHC002145,hcm3^^scl39139^scl39139.6.1_88^island_400^-20^243^50856,NM_194447.1
hHC002146,hcm3^^scl30558^scl30558.6.1_86^island_400^-20^2^51104,NM_016014.1
hHC002147,hcm3^^scl8989^scl8989.9_349^exon_800^-20^381^5334,NM_006226.1
hHC002148,hcm3^^scl44218^scl44218.86_418^exon_800^-20^312^54832,NM_020821.1
hHC002149,hcm3^^scl4134^scl4134.15_50^exon_800^-20^680^54953,NM_017847.3
hHC002150,hcm3^^scl055295^scl055295.3_326^exon_400^-20^4^55295,NM_018316.1
hHC002151,hcm3^^scl15465^scl15465.14_32^exon_800^-20^698^5530,NM_000944.2
hHR002152,hcm3^^scl0055412^scl0055412.1_125^exon_400^-20^205^55412,AF119907
hHC002153,hcm3^^scl22504^scl22504.17_266^exon_800^-20^464^5550,NM_002726.3
hHC002154,hcm3^^scl32816^scl32816.18_543^exon_800^-20^187^55526,NM_018706.4
hHC002155,hcm3^^scl22550^scl22550.3_49^exon_800^-20^681^55603,-
hHC002156,hcm3^^scl28303^scl28303.14_126^exon_800^-20^604^55790,NM_018371.3
hHC002157,hcm3^^scl44248^scl44248.42_657^exon_800^-20^73^55930,NM_018728.1
hHC002158,hcm3^^scl57155^scl57155.12_606^exon_800^-20^124^57144,NM_020341.2
hHC002159,hcm3^^scl4530^scl4530.8_641^exon_800^-20^89^5737,NM_000959.2
hHC002160,hcm3^^scl057546^scl057546.2_44^exon_400^-20^286^57546,NM_020786.1
hHR002161,hcm3^^scl0000057705^scl0000057705.1_330^exon_400^-20^0^57705,AK074085
hHC002162,hcm3^^scl4556^scl4556.18_191^exon_800^-20^539^57708,NM_020948.1
hHR002163,hcm3^^scl0057796^scl0057796.1_235^exon_400^-20^95^57796,AL137340
hHR002164,hcm3^^scl0000058489^scl0000058489.1_266^exon_400^-20^64^58489,XM_051862.6
hHR002165,hcm3^^scl0064002^scl0064002.1_15^exon_400^-20^315^64002,AF223389
hHC002166,hcm3^^scl42659^scl42659.18.1_37^island_400^-20^294^6729,NM_003136.2
hHC002167,hcm3^^scl39273^scl39273.10_523^exon_800^-20^207^6910,NM_181486.1
hHC002168,hcm3^^scl15413^scl15413.11.1_17^island_800^-20^714^7222,NM_003305.1
hHC002169,hcm3^^scl51836^scl51836.8_40^exon_800^-20^690^7572,NM_006965.1
hHC002170,hcm3^^scl15420^scl15420.4_537^exon_800^-20^193^79625,NM_024574.2
hHC002171,hcm3^^scl22020^scl22020.7_470^exon_800^-20^260^79694,NM_024641.2
hHC002172,hcm3^^scl25991^scl25991.12_9^exon_800^-20^688^79783,NM_024728.1
hHC002173,hcm3^^scl28178^scl28178.3_292^exon_800^-20^438^80124,NM_025054.3
hHR002174,hcm3^^scl0000081854^scl0000081854.1_234^exon_400^-20^96^81854,AK125805
hHC002175,hcm3^^scl22277^scl22277.3_457^exon_800^-20^273^8334,-
hHC002176,hcm3^^scl18235^scl18235.8.1_103^island_400^-20^228^83594,NM_031438.2
hHR002177,hcm3^^scl0000084072^scl0000084072.1_212^exon_400^-20^118^84072,NM_032132
hHR002178,hcm3^^scl0084295^scl0084295.1_306^exon_400^-20^24^84295,NM_032458.2
hHC002179,hcm3^^scl51748^scl51748.6.1_91^island_400^-20^240^84552,NM_032510.2
hHC002180,hcm3^^scl08546^scl08546.1_304^exon_400^-20^26^8546,NM_003664.3
hHC002181,hcm3^^scl28189^scl28189.11.1_6^island_400^-20^386^8836,-
hHC002182,hcm3^^scl9507^scl9507.28_261^exon_800^-20^469^8853,NM_003887.1
hHC002183,hcm3^^scl15879^scl15879.28_239^exon_800^-20^491^8916,NM_014606.1
hHC002184,hcm3^^scl25475^scl25475.13_419^exon_800^-20^311^8935,NM_003930.3
hHC002185,hcm3^^scl090550^scl090550.8_294^exon_400^-20^36^90550,NM_138357.1
hHC002186,hcm3^^scl4151^scl4151.17_65^exon_800^-20^482^9213,NM_004736.2
hHC002187,hcm3^^scl09270^scl09270.1_176^exon_400^-20^81^9270,NM_022334.2
hHC002188,hcm3^^scl13489^scl13489.12_103^exon_800^-20^627^956,NM_001248.1
hHC002189,hcm3^^scl18253^scl18253.44_232^exon_800^-20^498^9652,-
hHR002190,hcm3^^scl000009693^scl000009693.1_108^exon_400^-20^222^9693,XM_376350.2
hHC002191,hcm3^^scl40765^scl40765.63_520^exon_800^-20.1^210^10129,NM_023037.1
hHC002192,hcm3^^scl01068^scl01068.1_205^exon_400^-20.1^125^1068,-
hHC002193,hcm3^^scl22019^scl22019.5.1_143^island_800^-20.1^588^10690,NM_006581.2
hHC002194,hcm3^^scl010979^scl010979.1_109^exon_400^-20.1^221^10979,NM_006832.1
hHC002195,hcm3^^scl9374^scl9374.5_229^exon_800^-20.1^501^11037,NM_006873.2
hHC002196,hcm3^^scl44464^scl44464.6_124^exon_1000^-20.1^806^1138,NM_000745.2
hHR002197,hcm3^^scl00114826^scl00114826.1_126^exon_400^-20.1^204^114826,NM_052928
hHR002198,hcm3^^scl00000114883^scl00000114883.1_303^exon_400^-20.1^27^114883,NM_148909.1
hHC002199,hcm3^^scl0122402^scl0122402.9_101^exon_400^-20.1^229^122402,NM_153046.1
hHC002200,hcm3^^scl4987^scl4987.5_5^exon_1200^-20.1^1149^126731,NM_145257.2
hHR002201,hcm3^^scl00127253^scl00127253.1_63^exon_400^-20.1^267^127253,NM_138467
hHC002202,hcm3^^scl61794^scl61794.8_524^exon_800^-20.1^206^139212,NM_173494.1
hHR002203,hcm3^^scl00000139420^scl00000139420.1_96^exon_400^-20.1^234^139420,AK131475
hHC002204,hcm3^^scl0139886^scl0139886.1_328^exon_400^-20.1^2^139886,NM_001012968.1
hHC002205,hcm3^^scl56977^scl56977.3_568^exon_800^-20.1^162^140689,NM_080617.4
hHR002206,hcm3^^scl00147525^scl00147525.1_189^exon_400^-20.1^141^147525,BC010538
hHC002207,hcm3^^scl12813^scl12813.6.1_44^island_400^-20.1^287^151647,NM_001005527.1
hHC002208,hcm3^^scl0154007^scl0154007.6_110^exon_400^-20.1^220^154007,NM_152551.2
hHR002209,hcm3^^scl00000157503^scl00000157503.1_260^exon_400^-20.1^70^157503,AK126867
hHC002210,hcm3^^scl28132^scl28132.4.1_98^island_400^-20.1^233^157724,NM_138817.1
hHR002211,hcm3^^scl00000158730^scl00000158730.1_232^exon_400^-20.1^98^158730,XM_098980
hHR002212,hcm3^^scl00163259^scl00163259.1_274^exon_400^-20.1^56^163259,NM_198459
hHC002213,hcm3^^scl0163486^scl0163486.1_38^exon_400^-20.1^292^163486,NM_144977.1
hHC002214,hcm3^^scl5463^scl5463.27_463^exon_800^-20.1^267^1806,NM_000110.2
hHC002215,hcm3^^scl51847^scl51847.17_346^exon_800^-20.1^384^1824,NM_024422.2
hHR002216,hcm3^^scl00000196993^scl00000196993.1_27^exon_400^-20.1^303^196993,AL080151
hHC002217,hcm3^^scl0202052^scl0202052.1_310^exon_400^-20.1^20^202052,-
hHC002218,hcm3^^scl36348^scl36348.5_259^exon_800^-20.1^471^219990,NM_173801.3
hHC002219,hcm3^^scl0220441^scl0220441.2_13^exon_400^-20.1^408^220441,NM_173557.1
hHC002220,hcm3^^scl42587^scl42587.6.1_178^island_400^-20.1^153^22890,NM_014950.1
hHR002221,hcm3^^scl0023076^scl0023076.1_101^exon_400^-20.1^229^23076,NM_015056.1
hHC002222,hcm3^^scl12969^scl12969.47_316^exon_800^-20.1^414^23122,NM_015097.1
hHC002223,hcm3^^scl18478^scl18478.5_566^exon_800^-20.1^164^23138,NM_015111.1
hHC002224,hcm3^^scl023261^scl023261.7_46^exon_2000^-20.1^1884^23261,NM_015215.1
hHC002225,hcm3^^scl15772^scl15772.18_61^exon_800^-20.1^669^23321,NM_015271.2
hHR002226,hcm3^^scl0023365^scl0023365.1_117^exon_400^-20.1^213^23365,NM_015313
hHR002227,hcm3^^scl0023683^scl0023683.1_228^exon_400^-20.1^102^23683,NM_005813
hHC002228,hcm3^^scl4111^scl4111.11_674^exon_800^-20.1^56^2494,NM_205860.1
hHR002229,hcm3^^scl00253981^scl00253981.1_193^exon_400^-20.1^137^253981,AK025431
hHC002230,hcm3^^scl22056^scl22056.13_452^exon_800^-20.1^278^25821,NM_133645.1
hHR002231,hcm3^^scl0026237^scl0026237.1_71^exon_400^-20.1^259^26237,X66610
hHC002232,hcm3^^scl15547^scl15547.14.1_99^island_400^-20.1^230^2638,NM_000583.2
hHC002233,hcm3^^scl40759^scl40759.61_307^exon_800^-20.1^423^26960,NM_015678.3
hHC002234,hcm3^^scl40484^scl40484.3_373^exon_800^-20.1^357^2841,NM_005292.2
hHC002235,hcm3^^scl02846^scl02846.1_284^exon_400^-20.1^46^2846,NM_005296.1
hHC002236,hcm3^^scl02993^scl02993.1_0^exon_1800^-20.1^1730^2993,NM_002099.2
hHC002237,hcm3^^scl38875^scl38875.21_576^exon_800^-20.1^154^29953,NM_013381.1
hHR002238,hcm3^^scl0000030832^scl0000030832.1_3^exon_400^-20.1^327^30832,NM_014594
hHC002239,hcm3^^scl22311^scl22311.10_103^exon_800^-20.1^627^3096,NM_002114.1
hHC002240,hcm3^^scl0340719^scl0340719.3_241^exon_400^-20.1^89^340719,NM_199461.2
hHC002241,hcm3^^scl18499^scl18499.15.1_23^island_600^-20.1^508^375484,NM_198567.1
hHR002242,hcm3^^scl00000387706^scl00000387706.1_9^exon_400^-20.1^321^387706,XM_373471
hHC002243,hcm3^^scl0387772^scl0387772.1_320^exon_400^-20.1^10^387772,NM_207374.1
hHR002244,hcm3^^scl00000389427^scl00000389427.1_196^exon_400^-20.1^134^389427,XM_371845
hHR002245,hcm3^^scl00000390144^scl00000390144.1_296^exon_400^-20.1^34^390144,NM_001005496
hHR002246,hcm3^^scl00000390738^scl00000390738.1_95^exon_400^-20.1^235^390738,XM_372643
hHR002247,hcm3^^scl00000440004^scl00000440004.1_106^exon_1000^-20.1^824^440004,XM_498497
hHR002248,hcm3^^scl00000441035^scl00000441035.1_252^exon_400^-20.1^78^441035,XM_496713
hHC002249,hcm3^^scl9783^scl9783.7_36^exon_800^-20.1^694^4929,NM_006186.2
hHC002250,hcm3^^scl18164^scl18164.25_351^exon_800^-20.1^379^51306,NM_016603.1
hHC002251,hcm3^^scl5122^scl5122.5.1_66^island_400^-20.1^265^5132,NM_002597.3
hHC002252,hcm3^^scl051606^scl051606.1_152^exon_400^-20.1^178^51606,NM_213619.1
hHC002253,hcm3^^scl21940^scl21940.25.1_10^island_600^-20.1^521^5169,NM_005021.2
hHC002254,hcm3^^scl13147^scl13147.9.1_114^island_400^-20.1^211^5274,NM_005025.2
hHC002255,hcm3^^scl053616^scl053616.30_1^exon_600^-20.1^591^53616,NM_016351.3
hHC002256,hcm3^^scl26001^scl26001.25_237^exon_800^-20.1^493^54443,NM_018685.2
hHR002257,hcm3^^scl0054464^scl0054464.1_8^exon_400^-20.1^322^54464,NM_019001
hHC002258,hcm3^^scl4475^scl4475.10_80^exon_800^-20.1^650^54482,NM_019083.1
hHC002259,hcm3^^scl10036^scl10036.19.1_89^island_600^-20.1^442^55120,NM_018062.2
hHC002260,hcm3^^scl055172^scl055172.1_280^exon_400^-20.1^50^55172,NM_018139.1
hHR002261,hcm3^^scl0000055233^scl0000055233.1_228^exon_400^-20.1^102^55233,NM_018221
hHR002262,hcm3^^scl0055285^scl0055285.1_132^exon_400^-20.1^198^55285,NM_018301
hHC002263,hcm3^^scl15292^scl15292.13_198^exon_800^-20.1^532^55325,-
hHC002264,hcm3^^scl055342^scl055342.1_1^exon_600^-20.1^540^55342,NM_018387.2
hHR002265,hcm3^^scl005535^scl005535.1_213^exon_400^-20.1^117^5535,NM_147180
hHC002266,hcm3^^scl15721^scl15721.5_317^exon_800^-20.1^413^55602,-
hHC002267,hcm3^^scl28268^scl28268.8.1_7^island_600^-20.1^584^55872,NM_018492.2
hHC002268,hcm3^^scl056132^scl056132.1_182^exon_400^-20.1^148^56132,NM_018937.2
hHR002269,hcm3^^scl0057237^scl0057237.1_200^exon_400^-20.1^130^57237,AB007969
hHC002270,hcm3^^scl057379^scl057379.1_140^exon_400^-20.1^190^57379,NM_020661.1
hHR002271,hcm3^^scl0057489^scl0057489.1_44^exon_400^-20.1^286^57489,AB033055
hHC002272,hcm3^^scl39357^scl39357.11_411^exon_800^-20.1^319^59277,NM_021229.2
hHC002273,hcm3^^scl51693^scl51693.24.1_137^island_400^-20.1^182^5932,NM_203292.1
hHC002274,hcm3^^scl0594^scl0594.12_201^exon_400^-20.1^18^594,NM_183050.1
hHC002275,hcm3^^scl06309^scl06309.5_121^exon_800^-20.1^609^6309,NM_001024956.1
hHC002276,hcm3^^scl39056^scl39056.12_459^exon_800^-20.1^271^636,-
hHC002277,hcm3^^scl58072^scl58072.11.1_6^island_800^-20.1^725^64092,NM_022136.3
hHC002278,hcm3^^scl065062^scl065062.1_163^exon_400^-20.1^167^65062,NM_152388.1
hHC002279,hcm3^^scl32978^scl32978.46_469^exon_800^-20.1^261^6585,-
hHC002280,hcm3^^scl065981^scl065981.1_33^exon_400^-20.1^297^65981,NM_001002259.1
hHC002281,hcm3^^scl22004^scl22004.9_435^exon_800^-20.1^295^7101,NM_003269.2
hHC002282,hcm3^^scl28188^scl28188.5_208^exon_800^-20.1^522^7274,-
hHC002283,hcm3^^scl46579^scl46579.9_532^exon_800^-20.1^198^79152,NM_024306.2
hHC002284,hcm3^^scl079634^scl079634.4_80^exon_400^-20.1^250^79634,NM_024583.2
hHC002285,hcm3^^scl30110^scl30110.12_168^exon_800^-20.1^562^79695,-
hHC002286,hcm3^^scl079871^scl079871.13_67^exon_1000^-20.1^863^79871,NM_024813.1
hHC002287,hcm3^^scl33201^scl33201.15_521^exon_800^-20.1^209^80013,NM_024948.2
hHC002288,hcm3^^scl28323^scl28323.10_426^exon_800^-20.1^304^83648,NM_053279.1
hHC002289,hcm3^^scl13116^scl13116.5_138^exon_800^-20.1^592^84002,NM_032047.3
hHC002290,hcm3^^scl084078^scl084078.1_187^exon_400^-20.1^143^84078,NM_032138.3
hHC002291,hcm3^^scl57045^scl57045.40_336^exon_800^-20.1^394^84181,NM_032221.3
hHR002292,hcm3^^scl0084542^scl0084542.1_274^exon_400^-20.1^56^84542,NM_032506
hHR002293,hcm3^^scl0084832^scl0084832.1_25^exon_400^-20.1^305^84832,BC007072
hHR002294,hcm3^^scl008564^scl008564.1_287^exon_400^-20.1^43^8564,NM_003679
hHC002295,hcm3^^scl12706^scl12706.15_139^exon_800^-20.1^591^8723,NM_003794.2
hHC002296,hcm3^^scl5167^scl5167.3_377^exon_800^-20.1^353^8995,-
hHR002297,hcm3^^scl009071^scl009071.1_323^exon_400^-20.1^7^9071,NM_182848.2
hHC002298,hcm3^^scl093487^scl093487.5_318^exon_400^-20.1^10^93487,NM_144578.2
hHC002299,hcm3^^scl09465^scl09465.2_275^exon_400^-20.1^55^9465,NM_004842.2
hHC002300,hcm3^^scl35672^scl35672.11_51^exon_800^-20.1^679^9633,NM_004923.2
hHR002301,hcm3^^scl009849^scl009849.1_102^exon_400^-20.1^228^9849,AB002333
hHC002302,hcm3^^scl9082^scl9082.14_227^exon_800^-20.2^503^10010,NM_004180.2
hHC002303,hcm3^^scl010198^scl010198.1_109^exon_600^-20.2^421^10198,NM_022782.2
hHC002304,hcm3^^scl35509^scl35509.5_497^exon_800^-20.2^233^10205,NM_005797.2
hHR002305,hcm3^^scl0010602^scl0010602.1_271^exon_400^-20.2^59^10602,NM_006449
hHR002306,hcm3^^scl0000010951^scl0000010951.1_45^exon_2200^-20.2^2085^10951,NM_006807
hHC002307,hcm3^^scl42308^scl42308.13.1_280^island_400^-20.2^51^114088,NM_015163.4
hHC002308,hcm3^^scl40692^scl40692.4_181^exon_800^-20.2^549^1203,NM_006493.1
hHC002309,hcm3^^scl36075^scl36075.5.1_245^island_400^-20.2^86^120406,-
hHC002310,hcm3^^scl50434^scl50434.34_4^exon_800^-20.2^726^1213,NM_004859.2
hHC002311,hcm3^^scl50742^scl50742.15.1_36^island_400^-20.2^295^146845,NM_145054.2
hHC002312,hcm3^^scl50666^scl50666.6_358^exon_800^-20.2^372^147007,NM_152464.1
hHR002313,hcm3^^scl00152573^scl00152573.1_284^exon_400^-20.2^46^152573,XM_496688.1
hHC002314,hcm3^^scl0159091^scl0159091.6_142^exon_400^-20.2^188^159091,NM_138819.1
hHC002315,hcm3^^scl01734^scl01734.1_26^exon_5200^-20.2^5104^1734,NM_001007023.1
hHC002316,hcm3^^scl30298^scl30298.5.1_190^island_400^-20.2^141^1761,NM_021951.2
hHC002317,hcm3^^scl01842^scl01842.1_193^exon_400^-20.2^137^1842,NM_001393.2
hHC002318,hcm3^^scl01908^scl01908.6_2^exon_400^-20.2^328^1908,NM_207034.1
hHR002319,hcm3^^scl00196^scl00196.1_130^exon_400^-20.2^200^196,NM_001621
hHR002320,hcm3^^scl00000196515^scl00000196515.1_251^exon_400^-20.2^79^196515,AB014514
hHR002321,hcm3^^scl0000022853^scl0000022853.1_247^exon_400^-20.2^83^22853,NM_014916
hHR002322,hcm3^^scl0000023004^scl0000023004.1_3^exon_1000^-20.2^927^23004,AB020632
hHC002323,hcm3^^scl12546^scl12546.36_688^exon_800^-20.2^42^23101,NM_015078.2
hHC002324,hcm3^^scl4014^scl4014.5_382^exon_800^-20.2^348^23219,-
hHC002325,hcm3^^scl22134^scl22134.49_584^exon_800^-20.2^146^23304,-
hHR002326,hcm3^^scl0000023347^scl0000023347.1_152^exon_400^-20.2^178^23347,AB014550
